MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
e0:91:f5:de:fa:4f,NETGEAR-5G,[WPS][ESS],5/9/2012 2:02,36,-67,44.67023722,-74.98363701,104.1999969,7,WIFI
e2:91:f5:de:fa:51,bonesaw_Guest,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/9/2012 2:02,11,-62,44.67023722,-74.98363701,104.1999969,7,WIFI
e0:91:f5:de:fa:50,BONESAW_HQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/9/2012 2:02,11,-62,44.67023722,-74.98363701,104.1999969,7,WIFI
e0:91:f5:5e:34:60,Happy_Clam,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/9/2012 2:02,6,-61,44.67023722,-74.98363701,104.1999969,7,WIFI
90:84:0d:d6:8b:69,Nationwide,[WPA2-PSK-CCMP][ESS],5/9/2012 2:02,1,-85,44.67023722,-74.98363701,104.1999969,7,WIFI
00:08:9f:7b:06:d1,myLGNet,[WEP][ESS],5/9/2012 2:02,11,-79,44.67023722,-74.98363701,104.1999969,7,WIFI
00:23:69:c1:a9:ef,linksys,[WPA-PSK-TKIP][ESS],5/9/2012 2:02,6,-87,44.67023722,-74.98363701,104.1999969,7,WIFI
310410_11506_144930464,AT&T,UMTS;us,5/9/2012 2:02,0,-97,44.67023722,-74.98363701,104.1999969,7,GSM
00:13:46:0b:ba:0a,rock,[WPA-PSK-TKIP][ESS],5/9/2012 2:02,1,-88,44.67022292,-74.98368092,99,8,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/9/2012 2:02,0,-101,44.67020193,-74.98369084,95.19999695,6,GSM
08:86:3b:26:f2:9d,belkin.29d,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/9/2012 2:02,11,-92,44.67023035,-74.98368929,94.5,7,WIFI
00:12:7f:07:62:20,PVRS,[WPA-PSK-TKIP][ESS],5/9/2012 2:02,1,-92,44.67022777,-74.98368428,95.5,3,WIFI
00:1c:df:c1:8c:17,Belkin_G_Wireless_C18C17,[ESS],5/9/2012 2:04,6,-93,44.67022623,-74.98368292,96.09999847,3,WIFI
1c:df:0f:0c:d2:51,Signage_Digital,[WEP][ESS],5/9/2012 2:04,6,-92,44.67022502,-74.98368311,96.09999847,3,WIFI
58:6d:8f:25:42:f1,CM_Punk,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/9/2012 2:05,1,-93,44.67022515,-74.98368238,96.40000153,3,WIFI
310410_11506_144930458,AT&T,HSPA;us,5/9/2012 2:07,0,-97,44.67023261,-74.9836709,98.80000305,3,GSM
e0:91:f5:5e:34:60,Happy_Clam,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/14/2012 0:02,6,-64,44.67017223,-74.98391687,95.40000153,46,WIFI
e2:91:f5:de:fa:51,bonesaw_Guest,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/14/2012 0:02,11,-57,44.67017223,-74.98391687,95.40000153,46,WIFI
e0:91:f5:de:fa:50,BONESAW_HQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/14/2012 0:02,11,-55,44.67017223,-74.98391687,95.40000153,46,WIFI
e0:91:f5:de:fa:4f,NETGEAR-5G,[WPS][ESS],5/14/2012 0:02,36,-59,44.67017223,-74.98391687,95.40000153,46,WIFI
00:08:9f:7b:06:d1,myLGNet,[WEP][ESS],5/14/2012 0:02,11,-84,44.67017223,-74.98391687,95.40000153,46,WIFI
90:84:0d:d6:8b:69,Nationwide,[WPA2-PSK-CCMP][ESS],5/14/2012 0:02,1,-75,44.67017223,-74.98391687,95.40000153,46,WIFI
00:23:69:c1:a9:ef,linksys,[WPA-PSK-TKIP][ESS],5/14/2012 0:02,6,-79,44.67017223,-74.98391687,95.40000153,46,WIFI
00:17:3f:03:e8:56,cnbeg,[WEP][ESS],5/14/2012 0:02,11,-90,44.67017223,-74.98391687,95.40000153,46,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/14/2012 0:02,0,-103,44.67017223,-74.98391687,95.40000153,46,GSM
e2:91:f5:de:fa:51,bonesaw_Guest,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:10,11,-82,44.6701871,-74.98350684,100.4000015,14,WIFI
e0:91:f5:de:fa:50,BONESAW_HQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:10,11,-80,44.6701871,-74.98350684,100.4000015,14,WIFI
e0:91:f5:de:fa:4f,NETGEAR-5G,[WPS][ESS],5/30/2012 20:10,36,-87,44.6701871,-74.98350684,100.4000015,14,WIFI
1c:df:0f:0c:d2:51,Signage_Digital,[WEP][ESS],5/30/2012 20:10,6,-86,44.6701871,-74.98350684,100.4000015,14,WIFI
00:1c:df:c1:8c:17,Belkin_G_Wireless_C18C17,[ESS],5/30/2012 20:10,6,-92,44.6701871,-74.98350684,100.4000015,14,WIFI
00:08:9f:7b:06:d1,myLGNet,[WEP][ESS],5/30/2012 20:10,11,-90,44.6701871,-74.98350684,100.4000015,14,WIFI
90:84:0d:d6:8b:69,Nationwide,[WPA2-PSK-CCMP][ESS],5/30/2012 20:10,1,-84,44.6701871,-74.98350684,100.4000015,14,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:10,0,-95,44.6701871,-74.98350684,100.4000015,14,GSM
e0:91:f5:5e:34:60,Happy_Clam,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:10,6,-87,44.67020498,-74.98371261,90.90000153,13,WIFI
c0:c1:c0:da:09:fc,JouNet,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:10,1,-86,44.67020498,-74.98371261,90.90000153,13,WIFI
30:46:9a:99:9b:da,NETGEAR,[WPS][ESS],5/30/2012 20:10,6,-91,44.67020498,-74.98371261,90.90000153,13,WIFI
00:25:56:12:4f:d2,9447,[WEP][ESS],5/30/2012 20:10,1,-92,44.67020223,-74.98370897,91,8,WIFI
00:22:68:9f:ed:b0,a6b5,[WEP][ESS],5/30/2012 20:13,1,-89,44.67018643,-74.98369702,91.59999847,3,WIFI
08:86:3b:26:f2:9f,belkin.29d.5GHz,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:13,149,-86,44.67015638,-74.98372722,85.69999695,4,WIFI
00:12:0e:b8:ca:98,dumacwpa,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],5/30/2012 20:13,6,-93,44.67013701,-74.9837027,87.80000305,4,WIFI
08:86:3b:26:f2:9d,belkin.29d,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:13,11,-84,44.6699826,-74.98359545,91.5,4,WIFI
c0:c1:c0:da:09:fd,JouNet,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:13,149,-76,44.6699826,-74.98359545,91.5,4,WIFI
90:84:0d:d6:8b:6a,Nationwide,[WPA2-PSK-CCMP][ESS],5/30/2012 20:13,149,-83,44.6699826,-74.98359545,91.5,4,WIFI
00:23:69:47:05:e2,to_downtown,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:13,6,-91,44.6699826,-74.98359545,91.5,4,WIFI
00:12:0e:b8:ca:b0,dumacwpa,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],5/30/2012 20:13,11,-88,44.66992524,-74.98358124,92.30000305,3,WIFI
00:23:69:c1:a9:ef,linksys,[WPA-PSK-TKIP][ESS],5/30/2012 20:13,6,-92,44.66992524,-74.98358124,92.30000305,3,WIFI
00:1e:e5:ec:5b:97,clarksonrates,[WPA-PSK-TKIP][WPS][ESS],5/30/2012 20:13,6,-92,44.66992524,-74.98358124,92.30000305,3,WIFI
00:17:3f:03:e8:56,cnbeg,[WEP][ESS],5/30/2012 20:13,11,-91,44.66992524,-74.98358124,92.30000305,3,WIFI
68:7f:74:f5:61:2d,linksys,[WPS][ESS],5/30/2012 20:13,6,-92,44.66992524,-74.98358124,92.30000305,3,WIFI
00:1c:f0:c0:32:95,IGA,[WPA-PSK-TKIP][ESS],5/30/2012 20:13,11,-82,44.66992549,-74.98337494,94.19999695,3,WIFI
00:18:39:45:4f:e2,linksys,[ESS],5/30/2012 20:13,6,-91,44.66992549,-74.98337494,94.19999695,3,WIFI
00:12:7f:07:62:20,PVRS,[WPA-PSK-TKIP][ESS],5/30/2012 20:13,1,-90,44.66992926,-74.98331332,94.5,4,WIFI
2e:25:b3:89:d7:a6,hpsetup,[IBSS],5/30/2012 20:13,6,-91,44.66992926,-74.98331332,94.5,4,WIFI
08:86:3b:21:47:8f,clarksonrates2,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:13,11,-88,44.66993419,-74.98274984,96.30000305,3,WIFI
00:22:68:b1:0a:10,2be2,[WEP][ESS],5/30/2012 20:13,6,-91,44.66993419,-74.98274984,96.30000305,3,WIFI
00:19:a9:e0:af:00,potpublic,[ESS],5/30/2012 20:13,4,-88,44.66993419,-74.98274984,96.30000305,3,WIFI
c0:c1:c0:da:09:fc,JouNet,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:13,1,-87,44.6699447,-74.98258236,97.09999847,4,WIFI
e0:91:f5:5e:34:60,Happy_Clam,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:13,6,-88,44.6699447,-74.98258236,97.09999847,4,WIFI
00:12:0e:b8:ca:98,dumacwpa,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],5/30/2012 20:13,6,-84,44.6699447,-74.98258236,97.09999847,4,WIFI
c0:c1:c0:da:09:fd,JouNet,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:13,149,-83,44.6699447,-74.98258236,97.09999847,4,WIFI
00:23:69:47:05:e2,to_downtown,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:13,6,-90,44.6699447,-74.98258236,97.09999847,4,WIFI
00:25:56:12:4f:d2,9447,[WEP][ESS],5/30/2012 20:13,1,-90,44.6699447,-74.98258236,97.09999847,4,WIFI
e0:91:f5:de:fa:50,BONESAW_HQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-76,44.66995975,-74.98233676,98.5,3,WIFI
90:84:0d:d6:8b:69,Nationwide,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,1,-87,44.66995975,-74.98233676,98.5,3,WIFI
00:08:9f:7b:06:d1,myLGNet,[WEP][ESS],5/30/2012 20:14,11,-85,44.66995975,-74.98233676,98.5,3,WIFI
1c:df:0f:0c:d2:51,Signage_Digital,[WEP][ESS],5/30/2012 20:14,6,-78,44.66995975,-74.98233676,98.5,3,WIFI
00:12:0e:b8:ca:b0,dumacwpa,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],5/30/2012 20:14,11,-84,44.66995975,-74.98233676,98.5,3,WIFI
00:1e:e5:ec:5b:97,clarksonrates,[WPA-PSK-TKIP][WPS][ESS],5/30/2012 20:14,6,-92,44.66995975,-74.98233676,98.5,3,WIFI
68:7f:74:f5:61:2d,linksys,[WPS][ESS],5/30/2012 20:14,6,-84,44.66995975,-74.98233676,98.5,3,WIFI
00:1c:f0:c0:32:95,IGA,[WPA-PSK-TKIP][ESS],5/30/2012 20:14,11,-90,44.66995975,-74.98233676,98.5,3,WIFI
00:17:3f:03:e8:56,cnbeg,[WEP][ESS],5/30/2012 20:14,11,-92,44.66995975,-74.98233676,98.5,3,WIFI
00:17:c5:89:42:c7,VillageOfPotsdamPublic,[ESS],5/30/2012 20:14,2,-90,44.66995975,-74.98233676,98.5,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:14,0,-93,44.66995975,-74.98233676,98.5,3,GSM
94:44:52:62:ca:d7,Belkin.3AD7,[WEP][ESS],5/30/2012 20:14,1,-88,44.66996753,-74.98225416,99,4,WIFI
08:86:3b:21:47:8f,clarksonrates2,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:14,11,-88,44.67015572,-74.98173001,99.80000305,3,WIFI
00:22:68:b1:0a:10,2be2,[WEP][ESS],5/30/2012 20:14,6,-78,44.67015572,-74.98173001,99.80000305,3,WIFI
00:23:69:64:75:d0,arts council,[WPS][ESS],5/30/2012 20:14,11,-91,44.67015572,-74.98173001,99.80000305,3,WIFI
a4:0c:c3:46:a8:80,ClarksonUniversityOIT,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,8,-92,44.67023418,-74.98163139,99.59999847,3,WIFI
00:1f:33:f8:ce:86,Fused Solutions,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-94,44.67023418,-74.98163139,99.59999847,3,WIFI
00:12:0e:b8:ca:98,dumacwpa,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],5/30/2012 20:14,6,-83,44.67030435,-74.98154255,99.69999695,3,WIFI
00:23:69:47:05:e2,to_downtown,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,6,-83,44.67030435,-74.98154255,99.69999695,3,WIFI
00:25:56:12:4f:d2,9447,[WEP][ESS],5/30/2012 20:14,1,-93,44.67030435,-74.98154255,99.69999695,3,WIFI
00:23:97:d1:77:58,10FX01051585,[WEP][ESS],5/30/2012 20:14,6,-89,44.67030435,-74.98154255,99.69999695,3,WIFI
c0:c1:c0:1a:ae:65,Physical Plant,[WPS][ESS],5/30/2012 20:14,11,-93,44.67030435,-74.98154255,99.69999695,3,WIFI
e0:91:f5:de:fa:50,BONESAW_HQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-76,44.67101747,-74.98154251,105,3,WIFI
94:44:52:62:ca:d7,Belkin.3AD7,[WEP][ESS],5/30/2012 20:14,1,-91,44.67101747,-74.98154251,105,3,WIFI
90:84:0d:de:ec:6f,Acres's Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,1,-92,44.67101747,-74.98154251,105,3,WIFI
00:23:97:fa:38:aa,Akin,[WEP][ESS],5/30/2012 20:14,6,-83,44.67101747,-74.98154251,105,3,WIFI
2e:25:b3:91:73:2d,hpsetup,[IBSS],5/30/2012 20:14,6,-82,44.67101747,-74.98154251,105,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:14,0,-93,44.67101747,-74.98154251,105,3,GSM
a0:21:b7:9f:26:f4,BLUEJEANS2.4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,2,-88,44.67113597,-74.98154825,105.0999985,4,WIFI
96:84:0d:de:ec:6f,Acres's Guest Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,1,-90,44.67113597,-74.98154825,105.0999985,4,WIFI
96:84:0d:de:ec:70,Acres's Guest Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,149,-81,44.67125052,-74.98152539,105.4000015,5,WIFI
90:84:0d:de:ec:70,Acres's Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,149,-81,44.67125052,-74.98152539,105.4000015,5,WIFI
68:7f:74:b3:16:51,Cisco46515,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-87,44.67125052,-74.98152539,105.4000015,5,WIFI
90:84:0d:ec:93:15,Acres's Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,11,-91,44.67125052,-74.98152539,105.4000015,5,WIFI
68:7f:74:80:08:f3,kjohnson51,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/30/2012 20:14,6,-93,44.67125052,-74.98152539,105.4000015,5,WIFI
00:17:3f:96:65:93,hedda1,[WPA-PSK-TKIP+CCMP][WPA2-PSK-CCMP-preauth][ESS],5/30/2012 20:14,11,-94,44.67125052,-74.98152539,105.4000015,5,WIFI
00:13:60:ff:b9:93,ciscosb,[WPS][ESS],5/30/2012 20:14,6,-89,44.67125052,-74.98152539,105.4000015,5,WIFI
68:7f:74:b3:16:52,Cisco46515,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,149,-81,44.67145396,-74.98156154,107.5,5,WIFI
00:0f:66:d6:e9:a5,OmicronPiOmicron,[WPA-PSK-TKIP][ESS],5/30/2012 20:14,6,-81,44.67182067,-74.98151303,104.8000031,3,WIFI
30:46:9a:a2:41:10,YoHoYoHoAPiratesLifeForMe,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-92,44.67182067,-74.98151303,104.8000031,3,WIFI
00:23:97:c0:be:47,09FX11062114,[WEP][ESS],5/30/2012 20:14,6,-85,44.67182067,-74.98151303,104.8000031,3,WIFI
00:23:97:d1:77:58,10FX01051585,[WEP][ESS],5/30/2012 20:14,6,-94,44.67182067,-74.98151303,104.8000031,3,WIFI
e0:91:f5:de:fa:50,BONESAW_HQ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-76,44.67209773,-74.98150884,100.6999969,4,WIFI
90:84:0d:de:ec:6f,Acres's Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,1,-83,44.67209773,-74.98150884,100.6999969,4,WIFI
00:23:97:fa:38:aa,Akin,[WEP][ESS],5/30/2012 20:14,6,-85,44.67209773,-74.98150884,100.6999969,4,WIFI
2e:25:b3:91:73:2d,hpsetup,[IBSS],5/30/2012 20:14,6,-87,44.67209773,-74.98150884,100.6999969,4,WIFI
00:1f:f3:01:dd:fd,Stephen  Doheny-Farina's Network,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:14,6,-79,44.67209773,-74.98150884,100.6999969,4,WIFI
00:1c:df:44:c0:b7,jeff,[WPS][ESS],5/30/2012 20:14,11,-83,44.67209773,-74.98150884,100.6999969,4,WIFI
00:12:0e:72:79:34,28 Walnut DSL,[ESS],5/30/2012 20:14,6,-89,44.67209773,-74.98150884,100.6999969,4,WIFI
00:23:97:61:1d:22,09FX05078593,[WEP][ESS],5/30/2012 20:14,6,-84,44.67209773,-74.98150884,100.6999969,4,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:14,0,-93,44.67209773,-74.98150884,100.6999969,4,GSM
96:84:0d:de:ec:6f,Acres's Guest Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,1,-86,44.67224841,-74.98149045,100.8000031,3,WIFI
00:13:10:86:cc:63,linksys,[WPA-PSK-TKIP][ESS],5/30/2012 20:14,6,-73,44.67224841,-74.98149045,100.8000031,3,WIFI
68:7f:74:b3:16:51,Cisco46515,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-81,44.6724081,-74.98150281,100.4000015,4,WIFI
00:13:60:ff:b9:93,ciscosb,[WPS][ESS],5/30/2012 20:14,6,-90,44.6724081,-74.98150281,100.4000015,4,WIFI
b8:c7:5d:09:8e:1f,twin pines,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,11,-89,44.67257367,-74.98149753,100.9000015,4,WIFI
00:14:d1:ac:bf:48,reichhart,[WPA-PSK-TKIP][WPS][ESS],5/30/2012 20:14,1,-77,44.67272636,-74.98151043,101.1999969,4,WIFI
00:0f:66:d6:e9:a5,OmicronPiOmicron,[WPA-PSK-TKIP][ESS],5/30/2012 20:14,6,-88,44.67287791,-74.98153341,103.9000015,3,WIFI
30:46:9a:a2:41:10,YoHoYoHoAPiratesLifeForMe,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,11,-88,44.67287791,-74.98153341,103.9000015,3,WIFI
00:23:97:c0:be:47,09FX11062114,[WEP][ESS],5/30/2012 20:14,6,-85,44.67287791,-74.98153341,103.9000015,3,WIFI
b8:c7:5d:09:8e:20,twin pines,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,149,-84,44.67287791,-74.98153341,103.9000015,3,WIFI
d8:30:62:36:18:73,hyman baker's Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,2,-81,44.67287791,-74.98153341,103.9000015,3,WIFI
a0:21:b7:9f:26:f4,BLUEJEANS2.4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,2,-89,44.67287791,-74.98153341,103.9000015,3,WIFI
00:18:e7:d1:e0:4a,ImOnABoat,[WPA-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:14,1,-90,44.67308118,-74.9815249,104.6999969,3,WIFI
00:12:0e:8a:3a:37,jpd6517leroy,[WEP][ESS],5/30/2012 20:14,6,-86,44.67308118,-74.9815249,104.6999969,3,WIFI
90:84:0d:de:ec:6f,Acres's Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:14,1,-89,44.67321351,-74.98152764,106.0999985,3,WIFI
00:1c:df:44:c0:b7,jeff,[WPS][ESS],5/30/2012 20:14,11,-80,44.67321351,-74.98152764,106.0999985,3,WIFI
00:12:0e:72:79:34,28 Walnut DSL,[ESS],5/30/2012 20:14,6,-89,44.67321351,-74.98152764,106.0999985,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:14,0,-93,44.67321351,-74.98152764,106.0999985,3,GSM
96:84:0d:de:ec:6f,Acres's Guest Network,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-89,44.67325846,-74.98152575,106.3000031,4,WIFI
00:13:10:86:cc:63,linksys,[WPA-PSK-TKIP][ESS],5/30/2012 20:15,6,-83,44.67325846,-74.98152575,106.3000031,4,WIFI
30:46:9a:a2:34:f6,LeonaNotebook-Wireless,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,6,-82,44.67325846,-74.98152575,106.3000031,4,WIFI
00:21:29:ca:71:09,SADA,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,6,-82,44.67345003,-74.98151324,106.1999969,3,WIFI
68:7f:74:07:76:f8,Turner,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,6,-89,44.67347288,-74.98148558,104.5,3,WIFI
e0:46:9a:55:c0:a5,Bitch Please,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:15,2,-91,44.67354009,-74.98138229,106,3,WIFI
0c:d5:02:51:da:f9,10FX11200694,[WEP][ESS],5/30/2012 20:15,6,-94,44.67354009,-74.98138229,106,3,WIFI
b8:c7:5d:09:8e:1f,twin pines,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-83,44.6736675,-74.98138145,106.0999985,3,WIFI
00:1e:52:7b:5b:63,kthalam,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-90,44.6736675,-74.98138145,106.0999985,3,WIFI
00:25:9c:36:a3:c0,General F U,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,11,-85,44.67378889,-74.98136388,103.5999985,3,WIFI
00:14:bf:07:36:6e,linksys,[ESS],5/30/2012 20:15,6,-90,44.67389785,-74.98136678,104.3000031,3,WIFI
00:13:10:86:cc:63,linksys,[WPA-PSK-TKIP][ESS],5/30/2012 20:15,6,-86,44.67474471,-74.98134555,103.4000015,3,WIFI
b8:c7:5d:09:8e:1f,twin pines,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-87,44.67474471,-74.98134555,103.4000015,3,WIFI
00:18:e7:d1:e0:4a,ImOnABoat,[WPA-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,1,-70,44.67474471,-74.98134555,103.4000015,3,WIFI
00:12:0e:8a:3a:37,jpd6517leroy,[WEP][ESS],5/30/2012 20:15,6,-83,44.67474471,-74.98134555,103.4000015,3,WIFI
30:46:9a:a2:34:f6,LeonaNotebook-Wireless,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,6,-91,44.67474471,-74.98134555,103.4000015,3,WIFI
00:21:29:ca:71:09,SADA,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,6,-89,44.67474471,-74.98134555,103.4000015,3,WIFI
68:7f:74:07:76:f8,Turner,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,6,-86,44.67474471,-74.98134555,103.4000015,3,WIFI
e0:46:9a:55:c0:a5,Bitch Please,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:15,2,-88,44.67474471,-74.98134555,103.4000015,3,WIFI
00:1e:52:7b:5b:63,kthalam,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-90,44.67474471,-74.98134555,103.4000015,3,WIFI
b8:62:1f:17:77:01,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-80,44.67474471,-74.98134555,103.4000015,3,WIFI
b8:62:1f:17:77:00,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-80,44.67474471,-74.98134555,103.4000015,3,WIFI
00:18:4d:51:89:46,FodorNet,[WPA-PSK-TKIP][ESS],5/30/2012 20:15,11,-86,44.67474471,-74.98134555,103.4000015,3,WIFI
00:0a:95:f8:06:65,PCS,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:15,11,-89,44.67474471,-74.98134555,103.4000015,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:15,0,-93,44.67474471,-74.98134555,103.4000015,3,GSM
00:25:9c:36:a3:c0,General F U,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,11,-87,44.67488015,-74.9813549,103.0999985,3,WIFI
b8:62:1f:17:a7:61,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,6,-82,44.67488015,-74.9813549,103.0999985,3,WIFI
b8:62:1f:17:75:e1,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-82,44.67488015,-74.9813549,103.0999985,3,WIFI
b8:62:1f:17:e0:30,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-88,44.67488015,-74.9813549,103.0999985,3,WIFI
b8:62:1f:17:8c:71,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-90,44.67488015,-74.9813549,103.0999985,3,WIFI
b8:62:1f:17:e0:31,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-81,44.67500644,-74.98135813,103.8000031,3,WIFI
b8:62:1f:17:75:e0,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-73,44.67514091,-74.9813636,104.1999969,5,WIFI
b8:62:1f:17:75:ee,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,60,-86,44.67514091,-74.9813636,104.1999969,5,WIFI
